uid,name,visits,playing,likes,genre,genreL1,created,updated,description,creator,playerCount,totalUpVotes,totalDownVotes
4723764956,🎥My Movie,520405467,14343,832963,All,Entertainment,2023-05-30T17:09:26.883Z,2026-07-14T05:29:00.284Z,"🌟Create your own movies, and watch a never-ending stream of videos by people just like you! It's just like YouTube!

🎬You're the man now, dawg!

🎓Inspired by Dwarf Fortress, which is a game for nerds.",Good Ape,14162,478793,31913
3494556606,[Update] My Hello Kitty Cafe(Build),517820439,530,1970708,Town and City,Simulation,2022-04-12T05:37:02.573Z,2026-06-12T09:47:22.337Z,"Welcome to 《My Hello Kitty Cafe》!
You will run the world-famous Hello Kitty-themed café in your town.
Invite the famous Sanrio® characters  to help you run the café.
Make various delicious drinks and ",Rock Panda Games,536,876405,32333
2640407187,(UPDATE!) Car Driving Indonesia,514823116,2331,413167,Town and City,Simulation,2021-06-05T01:58:08.84Z,2026-07-11T15:21:18.521Z,"Car Driving Indonesia (CDID) is back to give you the experience of driving, meet new friends, and roleplaying together through the ever-evolving map of Indonesia.

V2.6 Changelogs:
- 40 New Cars!
- Ei",CDID Studio Official Group,2286,163413,25809
4147392742,Yeet A Friend! ✨,513467491,691,8762704,Adventure,Simulation,2022-11-30T22:46:45.237Z,2026-07-09T13:47:11.376Z,"The Ultimate Roblox Throwing Simulator 🚀💪 Start Weak →  Get Strong, Collect 100s of Upgradeable Pets, Unlock Thematic New Worlds, and Compete on Global Leaderboards for Massive Prizes in Yeet A Friend",Low Effort Studios.,683,810799,43086
9145063979,⛏️Dig to Escape,512709593,6713,505424,All,Survival,2025-11-10T19:24:54.03Z,2026-05-03T03:47:14.414Z,"😨 Oh no, you got arrested! Now you’re stuck in a prison with no way out... or is there?
 ⛏️Rumor says there's a secret tunnel under the prison. Dig down to find it and escape. 
👮‍♂️ But be careful, th",Breakout Funs,6679,1027863,23277
6945584306,[🌱QOL] Azure Latch,507014256,12824,582409,All,Sports & Racing,2024-12-20T13:35:18.56Z,2026-07-17T21:09:54.3652067Z,"This unofficial, fan-made game was created by devoted Blue Lock fans to celebrate the anime and share it with a wider community, spreading our passion and appreciation for the series!

M1 - shot
1,2,3",[B:S] Azure Latch Team,12831,1552234,50275
7883776681,[UPD] Racket Rivals ,505295003,3307,4248481,All,Sports & Racing,2025-06-10T10:38:09.4Z,2026-07-14T06:43:25.089Z,"🎾RACKET RIVALS is a fast paced 3v3 Racket Game, with abilities, champions, a shuttle and chaos! This game is a combination of badminton, tennis, squash and volleyball, all rolled into one! 

CONTROLS:",⨯ Small World Games,3246,1134314,57990
4165164803,Clip It 😂🎬👗,504324122,9914,506528,All,Entertainment,2022-12-07T18:55:28.077Z,2026-07-17T23:11:51.4835126Z,"🎬 Welcome to Clip It – Roblox's Largest Content Sharing Network!

📽️ Record and share your clips!

👗 Edit fashionable outfits with our extensive catalog. Access the full Roblox catalog and shine in ev",Neura,10027,165659,52384
4086773669,PET PARTY 🎉 RP,502145683,836,234601,All,Roleplay & Avatar Sim,2022-11-07T21:15:53.77Z,2026-07-17T21:38:21.7265059Z,"Welcome to Pet Party, hang with friends at the Beach Town or at your very own house, be yourself or become a cute kitty!! 

👍 Like the game for more PETS + MANSIONS ! 

🐱 BE A PET OR A HUMAN 🧑
🚙 BE A ",club XOX,812,83310,29545
5550530788,easiest game ever!,493581025,905,162969,All,Puzzle,2024-01-21T02:48:36.573Z,2025-12-19T22:45:39.937Z,"It may seem easy, but can you reach the end? 

🏆 Can you get every ending in the game? Think outside the box and explore the world to find out how many secrets are waiting to be found! Try everything!",robey100,913,62726,20214
16680835,Notoriety: A PAYDAY® Experience,488177587,3494,2487195,FPS,Shooter,2010-01-29T10:18:58.4Z,2026-07-17T17:12:59.5757136Z,"Notoriety: A PAYDAY® Experience is a fast-paced, first person co-op shooter that allows you to join the Notorious crew in planning and executing their next big heist.

HOW TO PLAY:
Upon joining, click",Moonstone Games,3522,574299,46057
1742264997,SCP: Roleplay,488098880,2459,1264719,RPG,Roleplay & Avatar Sim,2020-05-16T15:32:09.563Z,2026-07-15T00:24:23.411Z,"Welcome to SCP: Roleplay!

Join the Foundation to help protect a top-secret research facility!
Study strange creatures and anomalies called SCPs, keep them contained, and stop them from escaping.

Pla",SCP | Roleplay Community,2512,655979,71293
1836146838,Bloxy Bingo,486705327,5957,1335590,Town and City,Party & Casual,2020-06-27T18:38:18.617Z,2026-07-10T10:27:58.227Z,"Welcome to Bingo, a game where you can play Bingo with friends and others!

We have plenty of Bingo to play:
🇬🇧 British Bingo (90 Ball)
🇺🇸 American Bingo (75 Ball)
🇲🇽 Lotería (54 Picture Ball)
🕹️ Arca",Bloxy Bingo,5982,337813,64440
5385674359,BEAT BOUNCE 🎶 (GEOMETRY DASH),484879581,3490,331815,All,Obby & Platformer,2023-12-10T13:13:20.4Z,2026-07-17T16:29:17.0344926Z,"⚠️ Please provide feedback rather than disliking the game! ⚠️

🎶 Beat Bounce: The Ultimate Rhythm Adventure! 🚀🌟

🚀 Inspired by the classic rhythm game Geometry Dash, Beat Bounce takes you on a musical",Calf Productions,3360,254669,96862
7429689898,Troll is a pinning tower 2,480440671,1474,784989,All,Obby & Platformer,2025-03-24T11:47:07.73Z,2026-07-12T17:51:42.683Z,"Trolls is a pinning tower 2!
Can you break down the tower by avoiding the trolls?

(This game is created with the permission of the creators of Troll is a pinning tower)",크롱 스튜디오,1411,1417815,75370
79301772,🔨Plane Crazy🔨 [UPDATE],477615119,7622,1935391,Building,Simulation,2014-07-16T16:19:40.94Z,2026-07-16T10:11:35.422Z,"Build anything you can imagine, show it off to your friends, or battle with it!
✈️ Planes • 🚗 Cars • 🚤 Boats • 🚀 Rockets
🚂 Trains • 🤖 Mechs • ⚙️ Machines • 🏠 Houses

🌎 Physics sandbox • 👥 Multiplayer ",Plane Crazy Developers,7571,390976,96192
6682487255,[ 🪄🎩] Anime Card Clash,470117958,10792,223217,All,Simulation,2024-10-16T12:48:08.193Z,2026-07-17T22:13:28.6342903Z,"Anime Card Clash ⛩️

[UPDATE 8.0 MAGIC KNIGHTS]

Grind your way through the immersive Story maps, play Infinite Towers and Nightmare Modes, or PVP for the top ranking on leaderboards. Secret Boss Raid",RNG Lab,11068,422079,10513
4938220315,[MAINTENANCE 24H] Skibi Defense,457261384,9,748944,All,Strategy,2023-08-01T20:57:54.767Z,2026-07-17T22:38:09.2911915Z,"⭐ Make sure to Like and Favourite the game for more updates! And join the community server for more information! (Visible only to 13+) ⭐

EPILEPSY WARNING! This game contains flashing lights.

Join th",Archkos Studios,10,185604,14987
8795154789,[FPS] Flick,445347752,3506,356161,All,Shooter,2025-09-25T01:06:21.377Z,2026-05-29T13:49:00.277Z,"Fast paced, free-for-all arena where every person has a sniper.  Grab your rifle and hunt your enemies

🎯Snipe enemies
🔫Unlock new snipers
🔪Unlock new Knifes
🔥No teams, no mercy just pure skill



Thi",Groundwork,3517,330543,25158
7364297396,Webbed! ❄️ [2 Player Obby],429687563,2924,632537,All,Obby & Platformer,2025-03-11T22:03:38.767Z,2026-07-04T10:43:36.841Z,"⚠️THIS GAME IS MADE FOR 2 PLAYERS⚠️

The two spiders 🕷️ have become webbed together 🕸️,  and only through teamwork  can they overcome the tricky terrains ahead. In this 2-player obby, each spider can ",studio arsenic,2910,99281,15151
3761186887,Apeirophobia,426966534,2506,2285311,Horror,Adventure,2022-07-19T04:55:56.56Z,2026-07-17T05:51:18.7730405Z,"Centered around the exploration and documentation. Stuck inside endless rooms, being watched from every corner. Brace yourself for puzzles to solve, and entities to hide from. escape from reality...

",Polaroid Studios,2491,581213,50564
3734304510,South Bronx: The Trenches,421416132,5970,451188,All,Action,2022-07-10T15:56:39.917Z,2026-07-13T22:49:52.424Z,"Experience the streets of the Southside of the Bronx, NY. 
Become a citizen and join a group, get tons of money, sell, buy, trade, and more. 

Expect bugs due to the game still being in early devleopm",DR1LLIN,5966,270777,49649
6215464786,Chained [2 Player Obby],415117824,1900,10173480,All,Obby & Platformer,2024-07-04T17:46:30.063Z,2026-06-08T05:28:03.815Z,"⚠️THIS GAME IS MADE FOR 2 PLAYERS⚠️

Navigate a thrilling obstacle course with a friend. Chained together, you'll need to cooperate to reach the end. But it won't be easy—you're chained, so teamwork i",1-Day,1949,135079,26796
7444224664,Slap Tower 🖐️,407915956,139,626407,All,Obby & Platformer,2025-03-27T14:52:46.737Z,2026-07-11T05:03:32.876Z,"Welcome to Slap Tower!
Can we really break the tower by avoiding slap?

(This game was inspired by slap battle)
Slap Hand Image Credits : Slap Battles",크롱 스튜디오,124,1085230,54465
3541611379,🎆4th of July!🎆 Tower Defense X: BETA,401480630,1436,332542,Fighting,Strategy,2022-04-30T06:57:56.987Z,2026-07-12T19:31:17.89Z,"4th of July update! New MLRS tower, 3 skins, B52 bomber powerup, and emotes!

All out Tower Warfare! Deploy your towers from the air, land, and sea. Rival against powerful enemies and bosses before th",Tower Defense X,1425,330108,19592
3608594708,✨Collect The Body,397470075,1712,611680,Adventure,Adventure,2022-05-26T15:45:20.207Z,2026-06-25T09:28:13.608Z,"Welcome to Collect The Body!

⭐ Find all your body parts around a map!
🦴 Try out another player's body parts on yourself! 
✨ Once you collected your body, go to the big yellow beam at the center of ma",The Venomhawks,1697,972741,35905
9141743926,[NOW] Catch a Monster,397000841,15490,573890,All,Adventure,2025-11-10T07:20:57.997Z,2026-07-17T15:10:38.1381458Z,"Welcome to Catch a Monster!

How to Play:
⚔️ Defeat wild monsters in battle
🔮 Capture them and collect them!
⭐ Discover and collect higher-rank pets
🥚 Find rare eggs and hatch new companions

💰 Earn c",LDS II,15407,516956,11115
4795326392,[EVENT] Pull a Sword,395445534,1470,624153,Adventure,Simulation,2023-06-22T10:54:44.817Z,2026-07-16T19:29:48.0487759Z,"Welcome to Pull a Sword!  

NEW STAGES DAILY!

🏋️ Train To Gain Strength
🥊  Pull The Swords to gain a new Swords!
🏆 Collect Wins & Pets!


PREMIUM PLAYERS GET +10% Strength level & +10% SPEED


❤️ Lik",xFrozen Obbys,1396,1368504,38100
9091133975,[🏆] Catch And Tame!,395405717,7782,1174753,All,Simulation,2025-11-02T22:43:14.693Z,2026-07-17T17:19:18.4768927Z,"Grab your lasso and explore an island full of wild animals! Catch them, bring them back to your pen, and start building your ultimate collection! 🐾

💸 EARN MONEY EVEN WHILE YOU’RE OFFLINE! 💸

Feed you",Manta Games,7681,1160954,21058
1087859240,[☀️] Rogue Lineage,381188303,1192,338142,Fighting,RPG,2019-03-29T21:15:32.453Z,2026-06-01T16:42:37.404Z,">> This game is incredibly difficult with little to no hand holding. Enter at your own risk. << 

Nominee for ""Sleeper Hit"" in the 7th Annual Bloxy Awards. 

Rogue Lineage is a fantasy game with rogue",Rogue Lineage,1152,117991,23178
5666473198,Soccer: Touch Football,378543883,7936,116451,Sports,Sports & Racing,2024-02-20T10:27:21.577Z,2026-07-17T07:08:01.3723805Z,"Enjoy fun football/soccer matches with friends, featuring realistic ball physics and skill-based gameplay.

🔥 Shoot, pass, and score with precision
🏆 Compete in ranked matches & tournaments
⚡ Master t",Touch Games,8033,92819,16350
7823137182,[🎂] Hide the body,372284737,1142,523973,All,Strategy,2025-06-01T23:02:32.94Z,2026-07-17T13:12:15.8958315Z,"Hide the body is a game where you hide uninvited friends, explore new maps and buy different items. Invite friends to make the game more exciting😉

Inspired by the game: Body Hiding Simulator 1995

If",Doge Cloud,1101,126043,20655
7996365376,[🌴] SHARP,363393346,11279,406270,All,Shooter,2025-06-25T13:22:25.633Z,2026-07-10T09:29:25.871Z,"🗡️ SHARP is Roblox’s ultimate high-speed PvP battle experience! Take down opponents, collect coins, and unlock game-changing abilities and perks!

⚔️ Battle other players in intense PvP combat
💰 Defea",MAD STUDIO,10962,176303,23751
4019583467,NPC or DIE! 💢,361985883,2921,727754,Western,Survival,2022-10-15T03:25:46.403Z,2026-07-17T20:57:40.1149145Z,"👍 NEW CODE AT 700,000 LIKES!
💰 Use code 'NOWAY600K' for 650 cash!

👮 SHERIFF: Keep the peace in town and hunt down the Criminals. 
💣 CRIMINAL: Complete tasks and sabotage the town, while avoiding bein",arashiyama,3021,615517,46253
5239362765,DON'T GET ELIMINATED,361582327,3808,447409,Comedy,Party & Casual,2023-10-28T19:33:37.553Z,2026-07-04T18:18:30.639Z,"🎪 COMPETE IN WILD MINIGAMES
🗳️ VOTE OUT OTHERS… AND DON’T GET ELIMINATED!

A GIANT ICECREAM CONE LOOKIN' MAN FORCES YOU TO COMPETE AGAINST OTHER PLAYERS IN THE MOST TERRIFYING GAMESHOW OF ALL TIME. HO",Badass Experiences,3880,161219,63286
7395930870,[🌳] Sell Lemons 🍋,357653963,29263,387902,All,Simulation,2025-03-17T23:31:17.017Z,2026-07-17T12:11:25.3109357Z,"Sell Lemons 🍋. Make 💵💰🤑.

🍋 Sell Lemons
💵 Earn lots of cash
💪 Unlock unique powers
👽 Make lucrative deals
🌌 Enter the %^REDACTED*$!

❓ Did you know... You continue to earn 100% of your income offline!",BloxByte Games,29493,292409,15498
7882829745,[🏯] Anime Eternal,356772674,1977,976819,All,Simulation,2025-06-10T07:25:47.243Z,2026-07-17T18:09:20.0751259Z,"Welcome to Anime Eternal!

💖 Use Code: ""Update59""
💖 Use Code: ""Update59Delay""

💖 Use Code: ""SummerPart1""
💖 Use Code: ""Update58P2""

💖 Use Code: ""Update58""

🌍 Explore Iconic Anime Worlds!
⚡ Tap to Gain ",New ProjectR,1967,479849,9332
5866227438,Build with Friends,353182855,2711,10381621,All,Simulation,2024-04-13T02:06:53.06Z,2026-07-17T11:12:05.0609926Z,"Welcome to Build with Friends 🔨, the Best building game on Roblox!
Collaborate with the server to build amazing builds in the center of the map or build with your friends and build your dream base!

💾",Tsunami Disaster,2685,623669,17485
5421899973,Combat Arena,352085878,3557,13194488,FPS,Shooter,2023-12-20T20:14:46.51Z,2026-07-17T22:27:04.5656896Z,"Combat Arena is a fast-paced arcade style FPS where participants face off in a variety of arenas set in locations from around the world to earn coins and glory!

💥 Knock out other players with a wide ",Atomic Horizon,3508,352647,26748
114070244,Roblox Titanic,350934375,337,1212730,Adventure,Survival,2015-09-06T13:31:56.283Z,2026-07-13T19:28:49.517Z,"Aboard Roblox Titanic you can explore the ship's luxurious interior with fellow passengers! Reenact the infamous iceberg spotting. Roleplay as the ship sinks, rooms flood, lifeboats launch, funnels fa",Virtual Valley Games,354,273868,57167
1494262959,[🦅] Criminality,350296461,2688,811392,Fighting,Action,2020-01-10T22:20:30.993Z,2026-07-06T18:22:54.959Z,"Independence Day event!
Use code ""BAYONET"" at an ATM for rewards

Criminality is a free roam fighting game featuring punishing and unpredictable gameplay with advanced combat mechanics and extensive w",CRIMCORP,2746,365127,119164
5367389312,[🎵CUSTOM SERVERS] Sing It! Karaoke Battles [VC🎤],349616793,6256,1810055,All,Entertainment,2023-12-05T06:44:00.2Z,2026-07-03T21:51:39.165Z,"🎶 Over 1500+ Karaoke songs! 🎶

🏆 Compete against other players to get the highest Karaoke rating! 🏆

📣 Earn cheers to unlock particles, winner emotes and more! 📣

🥇 Rank on the Karaoke leaderboards! 🥇",Stupid Simple Games,6213,149328,12637
6015491985,Math Tower Race,347459227,2051,202747,All,Party & Casual,2024-05-22T00:09:54.93Z,2026-05-29T17:50:19.535Z,"Show off your math skills! The faster you answer, the more blocks you earn! 

✨ Create a free private server to play with friends and customize problems! 

❓📖 Practice recent questions in the Review t",Team Ry LLC,1960,83605,10763
2239430935,Blair,346104005,1292,1106802,Horror,Survival,2020-12-25T22:12:19.297Z,2026-07-15T02:13:06.606Z,"👻 Blair is a Phasmophobia inspired ghost hunting experience focused on gathering evidence, identifying several different types of ghosts, ranging from Demons to Spirits,  and exploring various haunted",Spooky Scary Games,1309,232004,19533
1651278324,[⚽] Free Items Game!,345647530,178,1061978,All,Shopping,2020-04-04T10:11:02.043Z,2026-06-17T11:40:47.29Z,"No robux? No Problem! Here everything is 100% FREE, 100% of the time!! 😁
This game will either directly give you the free items, or explain exactly how to get them! (let us know if we're missing any f",Buildosaurus,176,270391,28393
6010232141,Untitled Fling Game,345057543,6724,314878,All,Simulation,2024-05-20T11:51:53.913Z,2026-07-15T23:12:45.954Z,"🗣️ Welcome to Untitled Fling Game! 

The game is under active development, we will be glad to have your help! 👀

How to Play:
🤯 Jump in and FLING EVERYTHING 
🧱 Grab items 
📦 Spawn stuff 
💥 Fling yours",0xDev,6660,90461,27254
9294074907,[FPS] One Tap,344266087,20108,383011,All,Shooter,2025-12-04T00:44:19.27Z,2026-07-16T07:25:17.753Z,"Boom Headshot!

One Tap is a fast-paced FPS sniper FFA arena, no teams, just pure chaos! 

🎯 One-shot snipers
🔫 Two-Shot Secondaries (One to the head)
🔪 Melee Weapons
🏆 Streaks, trick shots, clean kil",Stringless Banjo,19672,142828,19739
7264587281,SNIPER DUELS,334795628,6314,1823784,All,Shooter,2025-02-19T03:55:10.407Z,2026-07-16T22:05:22.4651149Z,SNIPER DUELS is a fast-paced first person shooter (FPS) centered around aggressive sniping. Challenge players in 1v1 to 4v4 (and occasionally 12v12) duels where the first to 6 wins. (Now featuring: Fr,LOCKED IN NETWORK,6436,111493,33320
5829613337,[REWORKS] something evil will happen,334174680,6792,849487,All,Survival,2024-04-03T03:00:22.81Z,2026-07-17T18:59:00.8701608Z,"You just can't shake the feeling that something evil will happen.

something evil will happen is a disaster-survival game heavily inspired by classic games in the same genre. 

🌩️ DISASTERS - Each rou",larvae studios,6660,341439,26948
807930589,The Wild West,331575193,2950,1609698,Western,Action,2018-09-05T05:00:28.69Z,2026-07-16T21:56:00.0765107Z,"🤠 Welcome to The Wild West! Become a seasoned explorer, hit gold in the Mountains, or take for yourself and steal as an Outlaw. Stalk rare prey as a hunter, or live the law and hunt Outlaws for a rewa",Starboard Studios,2985,617837,88120
1316421563,Volleyball 4.2,329971753,470,462389,Sports,Sports & Racing,2019-09-08T23:48:25.407Z,2026-07-16T21:13:29.9972697Z,"Controls: https://devforum.roblox.com/t/829726/2
Changelogs: https://devforum.roblox.com/t/829696
Credits/Info: https://devforum.roblox.com/t/829726

Affiliates: 
Tennis: https://www.roblox.com/games/",unlimited bolg works,459,172558,17960
7094518649,[🎵] Restaurant Tycoon 3,323219390,14357,786337,All,Simulation,2025-01-16T11:24:38.103Z,2026-07-17T15:22:20.2074094Z,"[🎵] Classical Music Update Today! Use the Music menu to hire live music for your restaurant.

🧑‍🍳Welcome to Restaurant Tycoon 3

[HOW TO PLAY]
👨Click to serve customers!
🍔Cook dishes for the customers",Ultraw,14441,349749,17129
5039839070,Outcome Memories v0.2,320830025,7628,483333,All,Survival,2023-08-29T02:55:35.917Z,2026-07-17T22:51:41.0752895Z,"Outcome Memories is a EXE Fan game inspired by The Disaster, the gameplay has you playing as either a survivor or an executioner, where one side has to win by either escaping or eliminating those who ",[ Content Deleted 33304839 ],7621,290380,38833
3267012194,LOCOfficial!,318752972,1613,1067821,All,Strategy,2022-01-17T23:01:42.923Z,2026-06-10T14:15:56.663Z,"LOCOfficial! is a fun card game with a variety of cards, decks, house rules, and more! Match cards based on color or symbol and be the first one to clear your hand to win.


🌟PICK YOUR OWN RULES
Wheth",Rawblocky,1635,262172,39441
918677693,Rise of Nations,305307694,1555,641436,Military,Strategy,2018-11-14T22:28:00.827Z,2026-07-11T21:25:19.629Z,"Grand Strategy game focused on world domination

Hold left shift to ignore units
Right click and drag to move 
Mouse wheel or F/R to Zoom 
Drag via left click to select multiple units 

READ THE HELP ",Hyperant,1542,265338,38879
2408700413,Kaiju Paradise,302576210,784,662784,Fighting,Survival,2021-02-28T10:30:25.16Z,2026-07-11T19:39:34.562Z,"Fight for your life against or as the Raytrax within the bounds of LAMINAX's site (or don't..!)

A casual, team-orientated PvP game. Join our communications server for sneak peaks and updates! 

GAME ",LAMINAX CO.,769,253108,75917
7893515528,🎤 My Singing Brainrot,299249702,372,244937,All,Simulation,2025-06-11T20:22:08.143Z,2026-06-26T22:00:49.365Z,"🥚 Buy eggs
🐣 Hatch brainrot
🎶 Create epic brainrot music
💸 Generate money

👍 Like the game and join the group",LOL Beats Game,379,588473,20145
7344582593,[⏰FASHIONABLY LATE] Die of Death,297470590,19133,596662,All,Survival,2025-03-08T02:47:22.2Z,2026-07-17T17:49:16.1961686Z,"UPDATE LOG: Fashionably Late Update. This update includes tons of new major content and reworks. Nearly everything in the game has been changed up to some extent, check it out!

Die of Death is a nota",Die of Deathians,18353,349612,49202
7488190691,[🕷️4.0🃏] Universal Tower Defense Z,297332158,14005,206222,All,Strategy,2025-04-04T22:46:35.037Z,2026-07-15T01:17:56.288Z,"🌌 The Universe begins. 🌌
🌙 Welcome to Universal Tower Defense! 🌙 

👍 LIKE the game for FREE Rewards and Codes! (THUMBS UP/UPVOTE) 👍

⚔️ Summon units and fight off waves of enemies! ⚔️
🔥 Play together ",Universal Tower Defense [UTD],14047,396903,10975
8238863102,Tower of Zombies 🧟 ,287863187,4239,2251758,All,Obby & Platformer,2025-07-23T19:22:02.807Z,2026-06-19T16:03:11.973Z,"Battle endless waves of zombies as you climb the tower to face 5 powerful bosses!

⚔️ Every tower is randomly generated so no two runs are the same!
🔫 Buy and upgrade weapons, unlock camos, and custom",Undead Dev.,4285,188650,9319
8719555347,[💥Military UPD🎖️] Southern Mudding 🚜 OffRoading,287840445,22399,451402,All,Simulation,2025-09-15T04:28:37.477Z,2026-07-17T17:37:30.6698227Z,"Welcome to Southern Mudding! Explore a map purpose built for the off-road, using your selection of pickup trucks, semi trucks, trailers, classic cars, American muscle cars, and more! Whether you're he",Southern Mudding,22385,173384,12954
1525626450,Rensselaer County,284785933,9831,761194,Town and City,Simulation,2020-01-28T00:40:54.047Z,2026-07-13T22:53:10.479Z,"Join our Community Group: https://www.roblox.com/communities/5499489/Rensselaer-County-Official

If you're on PC, when in vehicle, press 'E' three times to set your gearing to Drive. 'E' and 'Q' are u",Rensselaer County Official,9737,342708,19871
7554119808,🛍️ My Avatar!,284317425,19684,3973218,All,Shopping,2025-04-17T15:46:01.82Z,2026-07-17T22:47:25.6140569Z,"👍  New FREE point shop item at 91% Likes. Please Like the game! 

My Avatar! lets you browse the entire Roblox catalog and build avatars for free, plus explore a wide range of community-made outfits.
",THINK DIFFERENT.,19169,101515,10718
4793836769, [💨BURNOUTS!]🚗Midnight Chasers: Highway Racing,283653232,5715,6017116,Town and City,Simulation,2023-06-21T21:07:05.223Z,2026-07-04T18:28:05.511Z,"✨Thank you for 880,000! Next code at 890000 Likes!
✨Current Code: ""ThanksFor880k"" 

Welcome to Midnight Chasers! This is a no hesi game where the goal is swerve in and out of traffic with fast superca",Midnight In-dev,5668,899972,23577
4170977322,IQ Test 🧠,281311290,4016,14174923,All,Puzzle,2022-12-10T03:33:02.603Z,2026-07-10T00:29:17.954Z,"💡Welcome to the IQ Test!💡

🤓Do you want to prove that you're a genius? Then this is the perfect place for you!

📝Find out what your IQ is!

👍Give a Thumbs Up👍 and ⭐Join the Group⭐ for free skips and i",Cranky Games,3889,337496,28186
1281592938,[🗺️YARIMADA] ENTRENCHED 🥀,279297357,4589,2202893,Military,Shooter,2019-08-18T01:55:23.283Z,2026-07-17T21:11:35.9104558Z,"🥀 ENTRENCHED is loosely based on early 20th century wars, where the Entente and Central teams face off in the trenches!

💥 Choose from 9 different classes and partake in many battles ranging from turn",Edot,4564,416613,35892
3164075108,[2x week] Dragon Soul | Anime MMO 🐲,273860509,3040,721971,Fighting,RPG,2021-12-13T21:30:54.58Z,2026-07-15T18:32:51.407Z,"New code: 'apementor' for 7 dragon balls
❗Earn all GAMEPASSES for free with daily login 

Jun 27 - OG UI and OG Beast are now in the OG Rift, something only true vets of the game can open
NEW: We upda",Dragon Soul (DS),3048,486048,27359
7488668004,🍰 Bake or Die 💀 ,272392838,11591,348787,All,Adventure,2025-04-05T00:53:21.713Z,2026-07-14T01:14:24.491Z,"How to Play:
🔪 Kill Zombies
🥧 Bake
🔍 Explore & Save People
❤️‍🩹 Will you Survive?


Like the game and join the group! 👍",Big Bakers,11655,113703,9380
1091907805,[🌴] Unboxing Simulator,272319812,722,1087538,All,Simulation,2019-04-01T12:44:19.247Z,2026-07-17T01:01:11.0449112Z,"🎁 Welcome to Unboxing Simulator 🎁
Smash boxes, uncover legendary loot, and flex your finds with friends!

[How To Play]
• Open boxes to get hats
• Equip your best hats and weapon to boost damage
• Unl",Unsquared,733,378466,37633
9837612476,[💥] Mini War,263638727,22752,1036406,All,Simulation,2026-03-05T12:37:02.853Z,2026-07-17T22:33:49.7603767Z,"🪖 MINI WAR - Build your COUNTRY, grow your POWER, and command your ARMY to DOMINATE!

UPDATE LOG (04.07.2026):
• New SPECIAL INVASION WEATHER!
• 5 New BUILDINGS! (through research!)
• ADVANCED army an",M&M Community,23135,656264,18517
5807622548,RV Cooked? [ALPHA],262635572,3850,339480,Adventure,Adventure,2024-03-28T19:00:10.47Z,2026-07-07T07:55:11.187Z,"This game is WIP you may have some bugs along the way. We’re actively working hard to make the game better every day!

Group Link : https://www.roblox.com/communities/35816992

Join our group to get e",Cebrail's Studio,3822,185447,12985
2644656496,Haze Seas [DRAGON HYBRID],262572052,22724,3746989,Adventure,RPG,2021-06-06T16:33:58.55Z,2026-07-17T06:25:29.7518263Z,"
⭐ Like + Favorite the game if you enjoyed!

XBOX + MOBILE SUPPORTED!

- Fruits spawn: 60 min. Despawn: 20 min. 
- Fruits spawn in VIP Servers (5 limit)
- D. Clan gives Conq Haki
- 35 Fruits: Okuchi, ",[HS] Haze Studios,22639,1519638,39700
4154513353,Booga Booga 🌴,259971014,1621,517617,Adventure,RPG,2022-12-03T15:59:05.433Z,2026-07-17T23:13:36.7777885Z,"Booga Booga is an open-world survival game with many secrets to uncover. Can you survive the vast environment?

🪓 Gather resources!
⛏ Explore caves!
🔨 Build bases!
⚔ Attack other tribes!

Please repor",Gang O' Fries Entertainment,1641,188553,43203
6275120808,[ALCHEMIST PART 1] Jump Showdown,257501021,1932,370474,All,Action,2024-07-16T16:59:55.537Z,2026-07-15T22:02:34.623Z,"""i'm getting jumped in jump showdown"" 

Clash with all your favorite (or not) characters in this battlegrounds game.

This experience works on all devices (CONSOLE, PC, MOBILE).
Please consider liking",Jimpee’s Cabin,1958,238310,68630
7685678300,Control Europe,256017634,3079,691484,All,Strategy,2025-05-11T13:39:26.053Z,2026-07-03T17:37:12.946Z,"🌍 Control Europe

Pick any modern European country and start your conquest!
⚔️ Capture cities, grow your army, and crush your enemies.
🏙️ Upgrade cities to boost your income and manpower.
🧪 Unlock tec",Hidden Studio.,3176,309585,19061
1709917610,Regretevator [ ELEVATOR SIMULATOR ],252014591,2102,1036975,Adventure,Party & Casual,2020-05-02T02:57:08.217Z,2026-07-17T01:00:08.1496952Z,"Room infinity, now going up! Regretevator is a random style elevator puzzle game where you can hang out, look for secrets, and have fun. 

hit 'G' for the emote and stickers menu

🎮 New Update WEEKLY!",The Axolotl Sun,2088,392152,43668
9051406594,[2v2] Dueling Grounds ⚔️ ,249699311,2444,5062792,All,Action,2025-10-28T12:34:05.71Z,2026-07-17T07:38:09.733894Z,"⚔️ Fast-paced PvP fighting game where you fight with various weapons to become the strongest. Claim your place at the top!

The game is Available on PC, Mobile and Console

PC CONTROLS (You can change",Dueling Grounds,2507,1544525,58563
3825332406,[☀️UPD] Elemental Dungeons,248234022,634,381160,Adventure,RPG,2022-08-07T21:06:47.297Z,2026-07-14T23:13:55.02Z,"🔥 Embark on an Ultimate Fighting Adventure! 🔥
Unleash devastating elemental powers, battle legendary bosses, and claim mythical loot beyond imagination!
Only the strongest dungeon raiders will rise — ",Malt Games,632,237606,16022
